微博id,微博正文,发布时间,点赞数,转发数,评论数,热度值,关键短语
J3eI6hVLV,【百余委员：#建议把体育列入中高考必考科目#】日前，全国政协委员吴志明领衔提交为中小学生减负的提案，建议重新疏理制定国家教育评价体系，把体育列入中高考必考科目，并给予语文、数学等主科一样的考分权重，激发学校、家长、学生的内生动力，真正实现为中小学生松绑减负。吴志明等委员提出，加强社会宣传和对家长的引导，将孩子的身心健康排第一位， 尊重教育的规律和孩子成长的自由。http://t.cn/A624FE43 原图 ,2020-05-23,896858,14338,68768,33.13182785721559,中高考必考#SPLIT#列入中高考#SPLIT#必考科目#SPLIT#中小学生减负#SPLIT#中小学生松绑
J34KxnKdt,【正在直播！#首场网络视频部长通道开启#】5月22日，十三届全国人大三次会议#首场网络视频部长通道#将开启，邀请部分部委部长通过网络视频方式接受媒体采访。@人民日报 带你直击现场↓↓#全国两会# 人民日报的微博视频 .  ,2020-05-22,62948,65217,13416,30.866947618180177,网络视频#SPLIT#带直击#SPLIT#直击现场#SPLIT#通道开启#SPLIT#部委部长
J2PWi4vOK,【#每一帧都是屏保的大美中国#】从万里长城，到珠穆朗玛峰，每一帧的中国美景，都让人流连忘返。转发这条视频，一起预祝#全国两会#胜利召开！  人民日报的微博视频  ,2020-05-20,145606,43287,8163,30.131198270473245,一帧屏保#SPLIT#都让人流连忘返#SPLIT#屏保中国#SPLIT#一起预祝#SPLIT#预祝全国
J2Lxa2Kjx,【正在直播：#百对战疫新人云婚礼直播进行时#】婚礼司仪华少已就位，100对新人们即将亮相，明星嘉宾全阵容准备登场！520，10点08分，一起观礼↓↓↓还有机会抢到云捧花大礼！今天，让我们一起大声说，我爱你！#百对战疫新人云婚礼# 人民日报的微博视频 .  ,2020-05-20,394062,114352,130632,35.7593991871044,战疫#SPLIT#疫新人#SPLIT#华少就位#SPLIT#司仪华少#SPLIT#抢到云
J2CcUfzTK,【为爱转发！#百对战疫新人云婚礼#主题曲音乐短片甜蜜发布】疫情之下那些爱情点滴是最美的画面，#一而再再而三地喜欢你#是最甜的情话，我们携手@李宇春 向战疫英雄送出最美好的祝福，让爱与承诺永不缺席。520，10点08分云婚礼见！#李宇春520云婚礼主题曲#http://t.cn/A6AscOVM  http://t.cn/A6275ybj ,2020-05-19,155700,123828,11843,31.773868284625784,云婚礼#SPLIT#一而再再而三#SPLIT#再而三喜欢#SPLIT#向战疫#SPLIT#喜欢最甜
J1KAZ0tnz,【爱嗦粉的同学在哪里？人民日报联名出品螺蛳粉】酸辣的汤汁，充足的配料，柳州螺蛳粉以独特风味深受年轻人喜爱，而且还是柳州非遗美食哦。14日零点，人民日报新媒体与@李子柒 联名款螺蛳粉开售，快来预约吧！关注@人民日报，转发微博，我们将抽取100名用户平分500袋联名款螺蛳粉。#爱上中国风#  [组图共9张] 原图 ,2020-05-13,24547,35628,23178,30.61161098671121,螺蛳粉#SPLIT#联名螺蛳#SPLIT#充足配料#SPLIT#出品螺蛳#SPLIT#嗦粉
J1svhfRyy,【直播来了！#致敬白衣天使公益云演唱会#】这是一场独特的演唱会，每首歌都为白衣天使们点唱。这更是一次真心的感谢，感谢你们不畏生死、奋不顾身。今晚你们的愿望，我们一起来守护。超强嘉宾阵容，一起为爱放歌！（来自@人民日报 的微博直播）APP下载地址：网页链接  ,2020-05-11,145236,15081,216854,33.994794653302634,不畏生死#SPLIT#感谢不畏#SPLIT#每首歌白衣天使#SPLIT#爱放歌#SPLIT#生死奋不顾身
J1eCYgd5t,【#最高法对广西钦州杨光毅强奸一案调卷审查#】据@最高人民法院 ，经研究决定，对广西壮族自治区高级人民法院二审终审的杨光毅强奸一案调卷审查。  原图 ,2020-05-10,249323,13076,15314,30.14674653702321,强奸案#SPLIT#案调卷#SPLIT#调卷审查#SPLIT#广西壮族自治区高级人民法院终审#SPLIT#杨光毅
J0QrkceSy,【日常迷惑：#总感觉四川人手一只熊猫#】四川一直以来因熊猫而闻名于世，大熊猫的数量很多地方都难以匹敌。甚至有网友觉得“四川人手一只熊猫”。看完视频，真的有些说不清楚了。iPanda熊猫频道的秒拍视频  ,2020-05-07,279488,13231,14998,30.184360741461504,四川人手#SPLIT#人手熊猫#SPLIT#一直熊猫而#SPLIT#熊猫而闻名于世#SPLIT#真的说不清楚
J0z0oA1ed,【听！#东西南北中抗疫医护合唱你的答案#】2020年的这个春天，是怎样的回忆？听这首来自江苏、四川、广东、北京的援鄂医疗队员以及湖北的医护人员与黄渤、韩雪、薛之谦、大张伟、刘敏涛、万茜、李汶翰一起云合唱《站在一起+你的答案》。致敬白衣天使！他们就是这个春天里心里有火、眼里有光的一群人！  http://t.cn/A6ASXmt4 ,2020-05-05,435768,209206,7322,32.09167629271529,万茜李汶翰#SPLIT#东西南北中抗#SPLIT#刘敏涛万茜#SPLIT#医护人员黄渤#SPLIT#张伟刘敏涛
J0yp66BI2,【#美市长称去年感染过新冠病毒并检出抗体#】据美媒，美国新泽西州贝尔维尔市长迈克尔·梅勒姆4月30日称，自己去年就已感染新冠病毒。梅勒姆去年11月前往大西洋城参加会议后开始出现症状且“从未如此严重”。4月29日，血液抗体检测显示梅勒姆已有新冠病毒抗体。随后他发表声明宣布检测结果，并认为此前许多重症流感很可能就是新冠病毒。http://t.cn/A6AaoT1n 原图 ,2020-05-05,453140,11165,14246,30.179060488852407,冠病毒#SPLIT#新冠#SPLIT#前往大西洋城#SPLIT#大西洋城参加#SPLIT#州贝尔维尔
J0fKSet0r,【奔涌吧，后浪！这是#献给年轻一代的演讲#】近日，哔哩哔哩发布一段演讲视频，认可、赞美、寄语年轻一代：“那些抱怨一代不如一代的人，应该看看你们。一个国家最好看的风景，就是这个国家的年轻人。你们有幸遇见这样的时代，时代更有幸遇见这样的你们。”表达自我，拥抱世界，青年节将至，一起追梦青春！http://t.cn/A6Ax2DGp ,2020-05-03,1837774,185164,84828,36.363624794495465,有幸遇见#SPLIT#哔发布#SPLIT#哔哔#SPLIT#寄语年轻一代#SPLIT#年轻一代抱怨
J0fxNrezU,【奋斗：#青春的逆行#】一个动作，数十年未变。“无奋斗，不青春”，这是最好的诠释↓↓  原图 ,2020-05-03,204101,37877,16342,31.207645746669268,青春逆行#SPLIT#逆行动作#SPLIT#数未变#SPLIT#奋斗青春#SPLIT#最好诠释
IFKwcdQUs,【#学生致电教育局五一不放假遭硬核反问#】临近“五一”，部分地区及学校宣布调整或取消假期。湖北黄冈的一名学生给教育局打电话“吐槽”学校不放假，遭到接线员硬核反问：“你已经放了四五个月的假了，你不着急课上不完还着急五一不放假？”学生遭反问后哑口无言。网友：其实…上网课也不算放假。http://t.cn/A6AGVsUh ,2020-04-30,1020667,13040,56385,32.80380172567375,硬核反问#SPLIT#反问哑口无言#SPLIT#完还着急#SPLIT#接线员硬核#SPLIT#课完还
IEVu5qeeV,【#人民锐评#：#恶意营销账号该关停了#】恶意营销账号的运营者，可要掂量掂量了。国家网信办将组织各地网信部门开展为期两个月的网络恶意营销账号专项整治行动。其背景是，一些恶意营销账号毫无敬畏，以“比烂”“比丑”心态招摇于世，引发公众强烈反感。恶意营销账号可谓劣迹斑斑，此番被依法处理，大快人心。为了制造“10万+”给自己谋取利益，一些运营者不惜哗众取宠、装神弄鬼、弄虚作假，甚至不惜触犯法律法规的高压线。“无中生有造热点”“冒用权威人士名义，发布谣言误导公众”“炮制耸人听闻标题，引发群体焦虑和不安”——这些恶意营销账号的“套路”，已经犯了众怒。对此，依法清理相关文章、关停账号，既是为了营造清朗网络空间，也是维护公共利益、捍卫法治尊严的现实要求。http://t.cn/A6wg1mkM 原图 ,2020-04-25,54258,31506,16631,30.3873528447853,恶意营销#SPLIT#营销账号#SPLIT#不惜哗众取宠#SPLIT#不惜触犯#SPLIT#公共利益捍卫
IED6p3jyc,#全民飞花令#【春江水暖鸭先知！关于春天的诗句你知道多少？】人们常说春在乱花深处鸟声中，你感受到了吗？古代诗人对于春的赞美也数不胜数。今天世界读书日，加入@杨紫 @北师大康震 @关晓彤 @郦波 的“春暖花开”战队，到人民日报客户端参加飞花传令活动，一起感受古诗词的韵味！  http://t.cn/A6wudNAM ,2020-04-23,168610,317652,13364,32.93698159666699,乱花深处#SPLIT#令春江#SPLIT#传令活动#SPLIT#全民飞花#SPLIT#加入杨紫
IE5j2eG68,【#武汉两医生被ECMO救回后脸色发黑# 专家解释原因】武汉市中心医院两位医生作为新冠肺炎重症患者在两个多月的治疗后转危为安。但视频画面显示，他们皮肤颜色发黑、令人十分心疼。有专家表示，这可能是由于重症患者肝脏受损后导致的色素暗沉、全身皮肤晦暗。待肝脏功能修复后可能逐渐恢复。http://t.cn/A6wlQbpc  http://t.cn/A6wlQiNF ,2020-04-19,266347,18361,16323,30.614905637192244,重症患者#SPLIT#冠肺炎#SPLIT#医生救回#SPLIT#原因武汉市中心医院#SPLIT#救回脸色
ICZrlBl69,【四川凉山通报：#木里火灾系11岁男孩点燃松针引发#】据木里县森林公安局办公室消息，经查：木里县项脚乡瓦科梁子“3.28”森林火灾案系犯罪嫌疑人田某某（男，11岁）于2020年3月28日14时在木里县项脚乡项脚村瓦科组田某某家后山处用打火机点燃松针和木罗松烟熏洞内松鼠时不慎失火引发。目前此案正在进一步侦查中。#木里火灾系11岁男孩点燃树木引发#（微木里） 原图 ,2020-04-12,369158,10006,15921,30.1337171088249,点燃松针#SPLIT#木里县脚#SPLIT#男孩点燃#SPLIT#脚乡#SPLIT#木里火灾
ICGEpF0nV,【人民微评：盼真相大白】某上市公司高管被指性侵“养女”四年，令人骇然！那些摧折人心的细节是否属实？全社会有责任求证，执法机关更有责任调查。呵护未成年人是文明底线，更是法治底线。法律问题须在法治轨道内解决。事关重大，不容烟云缭绕，不容雾失楼台，盼真相大白！#人民日报评鲍毓明被查#  原图 ,2020-04-10,1264196,1072284,44756,36.973780995551884,盼真相大白#SPLIT#不容烟云缭绕#SPLIT#不容雾#SPLIT#侵养女#SPLIT#失楼台
ICydDqE43,【#四类网上有害内容将被大排查大扫除#】记者9日从全国“扫黄打非”办公室获悉，为回应广大群众对于加强清理整治网上有害内容的呼声，4月至11月全国组织开展“扫黄打非·新风”集中行动，扫除网上网下文化垃圾，持续净化社会文化环境，助力各地复工复产复学。集中行动将以互联网为主战场，深入推进“净网2020”“护苗2020”“秋风2020”专项行动，重点整治网络直播平台通过色情低俗内容诱导打赏乱象；重点关注网络短视频、网络文学、网络游戏、微博及社交群组、暗网等；整治中小学校园周边文化环境，查处涉未成年人非法有害网络应用程序及信息，整治扭曲未成年人价值观的网络小说、漫画；严打自媒体从事虚假新闻和有偿新闻等不法活动。（新华社） 原图 ,2020-04-09,433535,37764,17923,31.719846898975295,有害内容#SPLIT#文化环境#SPLIT#价值观网络小说#SPLIT#内容大排查#SPLIT#回应广大群众
ICxhYhWjz,【#广东开学时间#：#广东4月27日后分批开学#】经省新冠肺炎疫情防控指挥部研究决定，全省各级各类学校学生自4月27日起分期、分批、错峰返校。一、基础教育阶段学生返校安排4月27日，全省高三、初三年级学生返校。5月11日后，各地根据疫情防控情况分期、分批、错峰安排中小学其他年级学生返校。幼儿园幼儿、特殊教育学校学生返园（校）时间另行研究确定。幼儿园幼儿返园前，校外培训机构不得开展线下教学活动。二、大专院校、技工院校、中职学校学生返校安排5月11日后，具备条件的大专院校可安排毕业班学生返校。5月18日后，大专院校其他年级、技工院校、中职学校可根据生源特点、疫情防控情况、防控物资准备情况，安排学生分期、分批、错峰返校。http://t.cn/A6w7lojj 原图 ,2020-04-09,376327,17323,26366,31.448759054448544,学校学生#SPLIT#返园#SPLIT#疫情防控#SPLIT#学生返校#SPLIT#中职学校
ICvld7MXO,【给每一个战疫中的你！#希望与爱从未离开#】在无数个你的努力下，武汉，冬去春来。在这场战“疫”中，没有孤军奋战，只有携手相依。阳光终将驱散阴霾，别怕孤单，家一直在↓↓@蔡徐坤  人民日报的微博视频  ,2020-04-09,207291,1081574,19265,34.814016468207626,战疫#SPLIT#一直蔡徐坤#SPLIT#别怕孤单#SPLIT#携手相依#SPLIT#疫中的
ICoEhgqoG,【今天，你愿为人类的朋友转发吗】今天，#国际珍稀动物保护日#。“古朴国宝”大熊猫，“仰鼻蓝面”金丝猴，“雪域喋血”藏羚羊…由于环境污染、栖息地减少、人类猎捕等原因，这些珍稀动物一度濒临灭绝。保护珍稀动物，守护我们共同的家园，转发承诺！  [组图共9张] 原图 ,2020-04-08,30367,59276,11457,30.170214184559534,一度濒临灭绝#SPLIT#人类猎捕#SPLIT#仰鼻#SPLIT#保护珍稀动物#SPLIT#古朴国宝
ICnTdfXJC,【正在直播：#青年演员与武汉青年献诗春天里的中国#】以诗歌推开武汉春天的大门，白宇、范丞丞、关晓彤、蓝盈莹、刘昊然、欧阳娜娜、宋祖儿、王俊凯、王源、易烊千玺、张新成、张一山、钟楚曦及武汉青年代表将朗读诗篇，献诗春天里的中国。@人民日报 正在直播↓#你好武汉#！ 人民日报的微博视频 .  ,2020-04-08,1128109,14756,27157,31.881640349359607,武汉青年#SPLIT#正在直播#SPLIT#献诗春天里#SPLIT#关晓彤蓝盈莹#SPLIT#凯王源
ICk06EbDS,【#80秒回顾武汉解封时刻#】2020年4月8日0点，武汉解封。一起回顾#零点武汉解封时刻#↓↓防护不松劲，你好武汉！  人民日报的微博视频  ,2020-04-08,167620,48096,13477,31.05892647110078,武汉解封#SPLIT#解封时刻#SPLIT#防护松劲#SPLIT#时刻防护#SPLIT#回顾武汉
